"SIF_STR","NAZIV","NASLOV","POSTA","KRAJ","TEKST","NAZIV1","SKUP","X","Y","TOT_DIST_km","TOT_TIME_min","TOT_TIME_h_min"
4784,"CLEAN d.o.o.","ŠMARTINSKA 152",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 ŠMARTINSKA 152","14,54196589","46,06800312",3,9,00:09
4563,"CLINRES FARMACIJA d.o.o.","LEPI POT 8",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 LEPI POT 8","14,49436908","46,04537208",11,46,00:46
4965,"CLOUDY d.o.o. - ostalo","STEGNE 13A",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 STEGNE 13A","14,48361611","46,0845899",9,21,00:21
6188,"CLOUDY d.o.o. - slopak","STEGNE 13A",1000,"LJUBLJANA","SLOPAK - KU 2","PE LJUBLJANA","1000 STEGNE 13A","14,48361611","46,0845899",9,21,00:21
3471,"CMC TRGOVINA d.o.o.","HODOŠČKOVA ULICA 3",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 HODOŠČKOVA ULICA 3","14,46238112","46,11162008",16,36,00:36
5011,"CMEPIUS","OB ŽELEZNICI 16",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 OB ŽELEZNICI 16","14,5370247","46,05907562",1,3,00:03
5567,"COCA-COLA HBC SLOVENIJA, d.o.o.","CELOVŠKA CESTA 228",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 CELOVŠKA CESTA 228","14,48013491","46,08213582",9,21,00:21
6656,"COCODUO, d.o.o.","MARINOVŠEVA ULICA 2",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1210 MARINOVŠEVA 2","14,46118978","46,11573538",16,37,00:37
4095,"COFACE INTERCREDIT","CANKARJEVA ULICA 3",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 CANKARJEVA 3","14,50279542","46,05241809",4,11,00:11
5287,"COLGATE - PALMOLIVE ADRIA","VEROVŠKOVA ULICA 55",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 VEROVŠKOVA ULICA 55","14,49875888","46,07299615",9,31,00:31
2471,"COLLEGIUM GRAPHICUM d.o.o.","ŠTEPANJSKA CESTA 11a",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 ŠTEPANJSKA 11A","14,54234931","46,04968543",5,8,00:08
2471,"COLLEGIUM GRAPHICUM d.o.o.","ŠTEPANJSKA CESTA 11a",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 ŠTEPANJSKA 11A","14,54234931","46,04968543",5,8,00:08
4222,"COLOR MEDVODE","ŠKOFJELOŠKA 50",1215,"MEDVODE","SLOPAK - KU 2","PE LJUBLJANA","1215 ŠKOFJELOŠKA 50","14,40701951","46,13627941",26,57,00:57
52,"COM TRADE, d.o.o.(prej HERMES SOFTLAB)","LITIJSKA CESTA 51",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 LITIJSKA CESTA 51","14,54633072","46,04793769",6,10,00:10
5095,"COMIX. TRGOVINA FELIX","ZGORNJE PIRNIČE 94 F",1215,"MEDVODE","SLOPAK - KU 2","PE LJUBLJANA","1215 ZGORNJE PIRNIČE 94F","14,42273105","46,14380954",26,56,00:56
4822,"COMPRESS PR., d.o.o.","STRELIŠKA 24",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 STRELIŠKA 24","14,51443427","46,04704235",3,9,00:09
4442,"COMTECH d.o.o.","PLANJAVA 4",1236,"TRZIN","OSTALO","PE LJUBLJANA","1236 PLANJAVA 4","14,54681724","46,11984853",16,26,00:26
5116,"COPIA d.o.o.","CESTA V GORICE 1",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 CESTA V GORICE 1","14,46248054","46,03453782",22,89,01:29
5716,"CREATIV MEDIA, d.o.o.","CESTA V KLEČE 9",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 CESTA V KLEČE 9","14,47690785","46,08705184",11,23,00:23
3006,"CREDITANSTALI SKB LEASING doo","SLOVENSKA CESTA 54",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 SLOVENSKA CESTA 54","14,50556649","46,0561551",4,10,00:10
5112,"CRO VRHNIKA d.o.o.","POT NA TOJNICE 40",1360,"VRHNIKA","SLOPAK, INTERSEROH - KOMUNALE","PE LJUBLJANA","1360 POT NA TOJNICE 40","14,31317563","45,97402242",41,49,00:49
2995,"CRO VRHNIKA, d.o.o.","POT NA TOJNICE 40",1360,"VRHNIKA","SLOPAK, INTERSEROH - KOMUNALE","PE LJUBLJANA","1360 POT NA TOJNICE 40","14,31317563","45,97402242",41,49,00:49
4113,"CSS-IP-CENTER SLEPIH - SLOPAK","STARA LOKA 31",4220,"ŠKOFJA LOKA","SLOPAK - KU 2","PE LJUBLJANA","4220 STARA LOKA 31","14,29907529","46,17127338",51,110,01:50
4350,"CUBO, d.o.o.","ŠMARTINSKA CESTA 55",1000,"LJUBLJANA","SLOPAK - KU 1","PE LJUBLJANA","1000 ŠMARTINSKA CESTA 55","14,52772436","46,06453528",1,4,00:04
3135,"ČUKGRAF","KOLODVORSKA 5A",6230,"POSTOJNA","OSTALO","PE LJUBLJANA","6230 KOLODVORSKA 5A","14,21799493","45,77668088",109,121,02:01
5264,"CUPOLA d.o.o.","CESTA 24. JUNIJA 23",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1231 CESTA 24. JUNIJA 23","14,52691969","46,09681542",13,26,00:26
5491,"D & M ENGINEERING, d.o.o.","TBILISIJSKA 81",1000,"LJUBLJANA","PREPRODAJA","PE LJUBLJANA","1000 TBILISIJSKA 81","14,47775076","46,03589504",17,72,01:12
6631,"D&B TRADE d.o.o.","CARJA DUŠANA ULICA 14",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 CARJA DUŠANA ULICA 14","14,51596739","46,06538605",3,7,00:07
3604,"D&G d.o.o.","VOŽARSKI POT 8",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 VOŽARSKI POT 8","14,50881864","46,04497597",8,32,00:32
6399,"D.FINING, d.o.o.","PUHOVA ULICA 10",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 PUHOVA ULICA 10","14,51730049","46,07709759",7,26,00:26
5690,"DA & JU, d.o.o.","OB LJUBLJANICI 24",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 OB LJUBLJANICI 24","14,53055454","46,05388468",1,2,00:02
2164,"DAEWOO MOTOR","CELOVŠKA CESTA 492",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 CELOVŠKA 492","14,45578792","46,10323924",16,35,00:35
6293,"DALLAS d.o.o.","MIRJE 12",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 MIRJE 12","14,49632743","46,04600153",10,44,00:44
4807,"DALMACIJA VINO COMMERCE d.o.o.","DVORAKOVA ULICA 12",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 DVORAKOVA ULICA 12","14,50405759","46,0572463",6,21,00:21
5325,"DANCEQUAKE d.o.o.","CESTA NA LAZE 27",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 CESTA NA LAZE 27","14,46425376","46,06906117",16,57,00:57
6408,"DANFOS TRATA, d.o.o.","ULICA JOŽETA JAME 16",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 JOŽETA JAME 16","14,48063238","46,08977705",11,23,00:23
6499,"DANONE d.o.o.- LESNINA TRGOVINA","TRŽAŠKA CESTA 135",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 TRŽAŠKA CESTA 135","14,4684756","46,0371661",20,81,01:21
5403,"DARILA ROKUS d.o.o.","GOSPOSVETSKA CESTA 2",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 GOSPOSVETSKA CESTA 2","14,50419452","46,0549345",4,10,00:10
6678,"DARJA GERČER s.p.","CESTA V MESTNI LOG 20",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 CESTA V MESTNI LOG 20","14,49693764","46,03853614",12,50,00:50
4048,"DARS, d.d.","DUNAJSKA CESTA 7",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 DUNAJSKA CESTA 7","14,50616634","46,05991871",5,19,00:19
3949,"DARS, d.d.","GRIČ 54",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 GRIČ 54","14,45043132","46,06027705",18,40,00:40
5632,"DARS, d.d. - POSTOJNA","INDUSTRIJSKA CESTA 3",6230,"POSTOJNA","OSTALO","PE LJUBLJANA","6230 INDUSTRIJSKA CESTA 3","14,19622076","45,76706409",114,126,02:06
5016,"DAŠA KOŠIR. s.p.","TRŽAŠKA 12/B",1370,"LOGATEC","OSTALO","PE LJUBLJANA","1370 TRŽAŠKA 12B","14,22889212","45,92105568",64,76,01:16
6007,"DASTAFLON NOVAK, s.p.","VAŠE 11C",1215,"MEDVODE","OSTALO","PE LJUBLJANA","1215 VAŠE 11C","14,40124259","46,13789594",28,63,01:03
5397,"DDC d.o.o.","KOTNIKOVA 40",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 KOTNIKOVA 40","14,51438263","46,05739844",2,6,00:06
3537,"DEA STUDIO d.o.o.","ULICA JOŽETA JAME 12",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 JOŽETA JAME 12","14,47765898","46,08968257",11,24,00:24
3537,"DEA STUDIO d.o.o.","ULICA JOŽETA JAME 12",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 JOŽETA JAME 12","14,47765898","46,08968257",11,24,00:24
6065,"DEBEVC JOŽE - slopak","GORENJE BLATO5",1291,"ŠKOFLJICA","SLOPAK - KU 2","PE LJUBLJANA","1291 GORENJE BLATO 5","14,58591469","45,96046736",30,54,00:54
5313,"DEBIS AC LEASING d.o.o.","BARAGOVA ULICA 5",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 BARAGOVA ULICA 5","14,51307988","46,07776358",8,28,00:28
4099,"DEBITEL d.d.","ŽELEZNA CESTA 18",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 ŽELEZNA CESTA 18","14,51355754","46,06307247",3,7,00:07
3417,"DEFENSOR d.o.o.","PODUTIŠKA 148",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 PODUTIŠKA 148","14,45146933","46,07427335",13,28,00:28
4803,"DEJ-EKONOM.SVETOVANJE IN RAZV.","DUNAJSKA CESTA 58",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 DUNAJSKA CESTA 58","14,51000404","46,0658916",5,18,00:18
3421,"DEJAN POGLAJEN s.p. AGIP","ŠKOFJELOŠKA 14",1217,"VODICE","OSTALO","PE LJUBLJANA","1217 ŠKOFJELOŠKA 14","14,48750257","46,18601854",37,52,00:52
4631,"DELAMARIS d.d.","TOVARNIŠKA 13",6310,"IZOLA","OSTALO","PE LJUBLJANA","6310 TOVARNIŠKA 13","13,66196703","45,53973255",223,220,03:40
2165,"DELIKATESA d.d.","BRNČIČEVA ULICA 31",1231,"LJ-ČRNUČE","OSTALO","PE LJUBLJANA","1231 BRNČIČEVA ULICA 31","14,54881002","46,0975334",15,23,00:23
2825,"DELO","DUNAJSKA CESTA 5",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 DUNAJSKA CESTA 5","14,50613244","46,0593697",5,19,00:19
6024,"DELO - TISK ČASOPISOV IN REVIJ d.d. Ljubljana","BRNČIČEVA 31",1231,"LJ-ČRNUČE","OSTALO","PE LJUBLJANA","1231 BRNČIČEVA 31","14,54881002","46,0975334",15,23,00:23
2717,"DELO BOKS","DUNAJSKA CESTA 5",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 DUNAJSKA CESTA 5","14,50613244","46,0593697",5,19,00:19
4516,"DELO PRODAJA","DUNAJSKA CESTA 5",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 DUNAJSKA CESTA 5","14,50613244","46,0593697",5,19,00:19
5522,"DELO PRODAJA","DUNAJSKA CESTA 5",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 DUNAJSKA CESTA 5","14,50613244","46,0593697",5,19,00:19
5522,"DELO PRODAJA","DUNAJSKA 5",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 DUNAJSKA 5","14,50613244","46,0593697",5,19,00:19
5527,"DELO PRODAJA","DUNAJSKA CESTA 5",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 DUNAJSKA CESTA 5","14,50613244","46,0593697",5,19,00:19
4516,"DELO PRODAJA","DUNAJSKA 5",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 DUNAJSKA 5","14,50613244","46,0593697",5,19,00:19
5527,"DELO PRODAJA - folija in trakovi","DUNAJSKA CESTA 5",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 DUNAJSKA CESTA 5","14,50613244","46,0593697",5,19,00:19
5655,"DELO PRODAJA - PRAVA SMER, d.o.o.","LIKOZARJEVA 1",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 LIKOZARJEVA 1","14,50527568","46,0597889",5,20,00:20
5655,"DELO PRODAJA - PRAVA SMER, d.o.o.","LIKOZARJEVA 1",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 LIKOZARJEVA 1","14,50527568","46,0597889",5,20,00:20
5655,"DELO PRODAJA - PRAVA SMER, d.o.o.- ne vozimo","LIKOZARJEVA 1",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 LIKOZARJEVA 1","14,50527568","46,0597889",5,20,00:20
2535,"DELO REVIJE","DUNAJSKA CESTA 5",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 DUNAJSKA CESTA 5","14,50613244","46,0593697",5,19,00:19
5703,"DELO REVIJE","DUNAJSKA CESTA 5",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 DUNAJSKA CESTA 5","14,50613244","46,0593697",5,19,00:19
2535,"DELO REVIJE","DUNAJSKA CESTA 5",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 DUNAJSKA CESTA 5","14,50613244","46,0593697",5,19,00:19
4325,"DELO STORITVE d.o.o.     (PVC)","DUNAJSKA CESTA 5",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 DUNAJSKA CESTA 5","14,50613244","46,0593697",5,19,00:19
5727,"DELO STORITVE, d.o.o. - uničenje","DUNAJSKA CESTA 5",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 DUNAJSKA CESTA 5","14,50613244","46,0593697",5,19,00:19
100,"DELO TČR - 35m3","BRNČIČEVA ULICA 31",1000,"LJUBLJANA","KRATER","PE LJUBLJANA","1231 BRNČIČEVA ULICA 31","14,54881002","46,0975334",15,23,00:23
100,"DELO TČR - 35m3","BRNČIČEVA ULICA 31",1000,"LJUBLJANA","KRATER","PE LJUBLJANA","1231 BRNČIČEVA ULICA 31","14,54881002","46,0975334",15,23,00:23
100,"DELO TČR - 35m3","BRNČIČEVA ULICA 31",1000,"LJUBLJANA","KRATER","PE LJUBLJANA","1231 BRNČIČEVA ULICA 31","14,54881002","46,0975334",15,23,00:23
101,"DELO TISKARNA","DUNAJSKA CESTA 5",1000,"LJUBLJANA","KRATER","PE LJUBLJANA","1000 DUNAJSKA CESTA 5","14,50613244","46,0593697",5,19,00:19
101,"DELO TISKARNA","DUNAJSKA CESTA 5",1000,"LJUBLJANA","KRATER","PE LJUBLJANA","1000 DUNAJSKA CESTA 5","14,50613244","46,0593697",5,19,00:19
101,"DELO TISKARNA","DUNAJSKA CESTA 5",1000,"LJUBLJANA","KRATER","PE LJUBLJANA","1000 DUNAJSKA CESTA 5","14,50613244","46,0593697",5,19,00:19
3166,"DELO TISKARNA","DUNAJSKA CESTA 5",1000,"LJUBLJANA","KRATER","PE LJUBLJANA","1000 DUNAJSKA CESTA 5","14,50613244","46,0593697",5,19,00:19
3167,"DELO TISKARNA","DUNAJSKA CESTA 5",1000,"LJUBLJANA","KRATER","PE LJUBLJANA","1000 DUNAJSKA CESTA 5","14,50613244","46,0593697",5,19,00:19
101,"DELO TISKARNA","DUNAJSKA CESTA 5",1000,"LJUBLJANA","KRATER","PE LJUBLJANA","1000 DUNAJSKA CESTA 5","14,50613244","46,0593697",5,19,00:19
3167,"DELO TISKARNA","DUNAJSKA CESTA 5",1000,"LJUBLJANA","KRATER","PE LJUBLJANA","1000 DUNAJSKA CESTA 5","14,50613244","46,0593697",5,19,00:19
3167,"DELO TISKARNA","DUNAJSKA CESTA 5",1000,"LJUBLJANA","KRATER","PE LJUBLJANA","1000 DUNAJSKA CESTA 5","14,50613244","46,0593697",5,19,00:19
3166,"DELO TISKARNA","DUNAJSKA CESTA 5",1000,"LJUBLJANA","KRATER","PE LJUBLJANA","1000 DUNAJSKA CESTA 5","14,50613244","46,0593697",5,19,00:19
3166,"DELO TISKARNA","DUNAJSKA CESTA 5",1000,"LJUBLJANA","KRATER","PE LJUBLJANA","1000 DUNAJSKA CESTA 5","14,50613244","46,0593697",5,19,00:19
4334,"DELO TISKARNA - slopak","DUNAJSKA CESTA 5",1000,"LJUBLJANA","SLOPAK - KU 2","PE LJUBLJANA","1000 DUNAJSKA CESTA 5","14,50613244","46,0593697",5,19,00:19
5786,"DELO TISKARNA - slopak - les","DUNAJSKA CESTA 5",1000,"LJUBLJANA","SLOPAK - KU 2","PE LJUBLJANA","1000 DUNAJSKA CESTA 5","14,50613244","46,0593697",5,19,00:19
8576,"DELO TISKARSKO SREDIŠČE - kovine","SLOVENČEVA 19",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 SLOVENČEVA 19","14,50610249","46,0801991",9,34,00:34
2125,"DELO VZDRŽEVANJE","SLOVENČEVA 19",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 SLOVENČEVA 19","14,50610249","46,0801991",9,34,00:34
3098,"DELOITTE d.o.o.","DAVČNA ULICA 1",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 DAVČNA ULICA 1","14,52682845","46,06500847",2,4,00:04
3098,"DELOITTE d.o.o.","DUNAJSKA CESTA 165, I. nadstropj",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 DUNAJSKA CESTA 165","14,51298551","46,08263089",9,33,00:33
3098,"DELOITTE d.o.o.","DUNAJSKA 9",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 DUNAJSKA 9","14,5065539","46,05993837",5,19,00:19
3098,"DELOITTE d.o.o.","DUNAJSKA 9",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 DUNAJSKA 9","14,5065539","46,05993837",5,19,00:19
3098,"DELOITTE d.o.o.","DUNAJSKA 9",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 DUNAJSKA 9","14,5065539","46,05993837",5,19,00:19
3098,"DELOITTE d.o.o.","DAVČNA ULICA 1",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 DAVČNA ULICA 1","14,52682845","46,06500847",2,4,00:04
4713,"DELOITTE REVIZIJA d.o.o.","DAVČNA ULICA 1",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 DAVČNA ULICA 1","14,52682845","46,06500847",2,4,00:04
4713,"DELOITTE REVIZIJA d.o.o.","DUNAJSKA 9",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 DUNAJSKA 9","14,5065539","46,05993837",5,19,00:19
4713,"DELOITTE REVIZIJA d.o.o.","DUNAJSKA 9",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 DUNAJSKA 9","14,5065539","46,05993837",5,19,00:19
4713,"DELOITTE REVIZIJA d.o.o.","DAVČNA ULICA 1",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 DAVČNA ULICA 1","14,52682845","46,06500847",2,4,00:04
4713,"DELOITTE REVIZIJA d.o.o.","DAVČNA ULICA 1",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 DAVČNA ULICA 1","14,52682845","46,06500847",2,4,00:04
4713,"DELOITTE REVIZIJA d.o.o.","DAVČNA ULICA 1",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 DAVČNA ULICA 1","14,52682845","46,06500847",2,4,00:04
3689,"DELOZA d.d.","CESTA ZMAGE 7",1410,"ZAGORJE OB SAVI","OSTALO","PE LJUBLJANA","1410 CESTA ZMAGE 7","14,9963988","46,13317404",105,126,02:06
3301,"DEMIN ALOJZ s.p. SETI","SENIČICA 5",1215,"MEDVODE","OSTALO","PE LJUBLJANA","1215 SENIČICA 5","14,42519749","46,12815722",22,50,00:50
3254,"DEMOKRATSKA STRANKA SLOVENIJE","LINHARTOVA 13",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 LINHARTOVA 13","14,51404959","46,06445119",3,7,00:07
6681,"DEOS, d.d. - PE Notranje Gorice","GMAJNA 7",1357,"NOTRANJE GORICE","OSTALO","PE LJUBLJANA","1357 GMAJNA 7","14,40795165","45,99555202",27,60,01:00
5644,"DESLO, d.o.o.","TOMŠIČEVA ULICA 3",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 TOMŠIČEVA ULICA 3","14,50219306","46,05185763",5,12,00:12
4909,"DEŽELNA BANKA SLOVENIJE","KOLODVORSKA 9",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 KOLODVORSKA 9","14,50916069","46,05599958",3,8,00:08
3836,"DHIMAHI d.o.o.","KRIVEC 47",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 KRIVEC 47","14,45323739","46,07721502",13,28,00:28
2695,"DHL EXPRES d.o.o.","ŠPRUHA 19",1236,"TRZIN","OSTALO","PE LJUBLJANA","1236 ŠPRUHA 19","14,54634941","46,11851504",16,25,00:25
5107,"DI-TISK d.o.o.","LESKOŠKOVA ULICA 6",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 LESKOŠKOVA 6","14,5551768","46,06639951",9,14,00:14
5107,"DI-TISK d.o.o.","ČARGOVA ULICA 4",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 ČARGOVA ULICA 4","14,50840609","46,0843389",10,37,00:37
6164,"DIDAS d.o.o","KANTETOVA ULICA 44",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 KANTETOVA ULICA 44","14,4685577","46,04750481",15,53,00:53
6055,"DIGI DATA, d.o.o.","OPEKARSKA ULICA 11",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 OPEKARSKA 11","14,50753614","46,03950889",10,40,00:40
2768,"DIJAŠKI DOM IVAN CANKAR","POLJANSKA 26",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 POLJANSKA 26","14,51773803","46,04901778",3,7,00:07
2167,"DIJAŠKI DOM VIČ","GERBIČEVA ULICA 51a",1000,"LJUBLJANA","SLOPAK - KU 1","PE LJUBLJANA","1000 GERBIČEVA ULICA 51A","14,48808093","46,03926176",14,58,00:58
6025,"DIMITRIJ DERETA S.P. vzdrževanje objektov in","RESLJEVA CESTA 7",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 RESLJEVA CESTA 7","14,51028255","46,05335006",3,8,00:08
6569,"DIMNIKARSTVO ANA JELANČIĆ s.p.","RIBNIKI 12",8290,"SEVNICA","OSTALO","PE LJUBLJANA","8290 RIBNIKI 12","15,29362318","46,01486032",160,190,03:10
6652,"DINAR d.o.o.","ULICA FRANCA NEBCA 13",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 ULICA FRANCA NEBCA 13","14,51995568","46,03311918",10,44,00:44
5061,"DINO & S d.o.o.","RIBNIK 11",1420,"TRBOVLJE","OSTALO","PE LJUBLJANA","1420 RIBNIK 11","15,0464538","46,14334003",122,153,02:33
5062,"DINO & S d.o.o.","RIBNIK 11",1420,"TRBOVLJE","OSTALO","PE LJUBLJANA","1420 RIBNIK 11","15,0464538","46,14334003",122,153,02:33
5061,"DINO & S d.o.o.","RIBNIK 11",1420,"TRBOVLJE","OSTALO","PE LJUBLJANA","1420 RIBNIK 11","15,0464538","46,14334003",122,153,02:33
5062,"DINO & S d.o.o.","RIBNIK 11",1420,"TRBOVLJE","OSTALO","PE LJUBLJANA","1420 RIBNIK 11","15,0464538","46,14334003",122,153,02:33
4393,"DINOS, d.d. - Celje","GAJI 37",3000,"CELJE","OSTALO","PE LJUBLJANA","3000 GAJI 37","15,29667271","46,2427419",159,165,02:45
3788,"DINOS, d.d. - Jesenice","KURILNIŠKA ULICA 18",4270,"JESENICE","OSTALO","PE LJUBLJANA","4270 KURILNIŠKA ULICA 18","14,04158971","46,43644877",127,145,02:25
3275,"DINOS, d.d. - Kranj","SAVSKA LOKA 24",4000,"KRANJ","OSTALO","PE LJUBLJANA","4000 SAVSKA LOKA 24","14,36374819","46,2244926",56,73,01:13
5315,"DINOS, d.d. - Ljubljana","ŠLANDROVA ULICA 6",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 ŠLANDROVA 6","14,53288243","46,09829746",13,27,00:27
4469,"DINOS, d.d. - Murska Sobota","MARKIŠAVSKA ULICA 7",9000,"MURSKA SOBOTA","OSTALO","PE LJUBLJANA","9000 MARKIŠAVSKA ULICA 7","16,17421589","46,66829461",354,327,05:27
6467,"DIORS, d.o.o.","TIVOLSKA CESTA 50",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 TIVOLSKA CESTA 50","14,50523212","46,05742233",4,10,00:10
3356,"DIREKCIJA RS ZA CESTE","LANGUSOVA 4",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 LANGUSOVA 4","14,49210514","46,045668",12,48,00:48
5387,"DIREKTORAT ZA ENERGIJO","SAVSKA 3",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 SAVSKA 3","14,52521792","46,06439897",1,4,00:04
5387,"DIREKTORAT ZA ENERGIJO","SAVSKA 3",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 SAVSKA 3","14,52521792","46,06439897",1,4,00:04
6224,"DISPLAY d.o.o.","MESARSKA 4 G",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 MESARSKA 4G","14,52376364","46,04856607",2,6,00:06
4780,"DISS - skladišče","DOLENJSKA CESTA 244",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 DOLENJSKA CESTA 244","14,53969619","46,01736411",18,28,00:28
2168,"DISTOR-LASTNIKI p.o.","VODOVODNA 100",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 VODOVODNA 100","14,50306549","46,07859341",9,34,00:34
3756,"DM  DROGERIE MARKT","CELOVŠKA CESTA 150",1000,"LJUBLJANA","INTERSEROH","PE LJUBLJANA","1000 CELOVŠKA CESTA 150","14,48661486","46,07351829",11,41,00:41
4128,"DM  DROGERIE MARKT","TRDINOVA 9",1000,"LJUBLJANA","INTERSEROH","PE LJUBLJANA","1000 TRDINOVA 9","14,5071208","46,05576589",3,9,00:09
4129,"DM  DROGERIE MARKT","DUNAJSKA CESTA 48",1000,"LJUBLJANA","INTERSEROH","PE LJUBLJANA","1000 DUNAJSKA CESTA 48","14,50906352","46,06407906",5,18,00:18
5516,"DM  DROGERIE MARKT","TRG KOMANDANTA STANETA 8",1000,"LJUBLJANA","INTERSEROH","PE LJUBLJANA","1000 TRG KOMANDANTA STANETA 8","14,4813043","46,07598674",13,46,00:46
4716,"DM  DROGERIE MARKT","ŽELEZNA CESTA 8",1000,"LJUBLJANA","INTERSEROH","PE LJUBLJANA","1000 ŽELEZNA CESTA 8","14,5137186","46,06091371",2,6,00:06
