"SIF_STR","NAZIV","NASLOV","POSTA","KRAJ","TEKST","NAZIV1","SKUP","X","Y","TOT_DIST_km","TOT_TIME_min","TOT_TIME_h_min"
4682,"KEMIS d.o.o.","KAJUHOVA ULICA 4",1235,"RADOMLJE","OSTALO","PE LJUBLJANA","1235 KAJUHOVA ULICA 4","14,60050241","46,16806763",31,60,01:00
2055,"KEMOFARMACIJA","CESTA NA BRDO 100",1000,"LJUBLJANA","SLOPAK - TRGOVCI","PE LJUBLJANA","1000 CESTA NA BRDO 100","14,4620419","46,04783434",16,58,00:58
4192,"KEMOFARMACIJA","CESTA NA BRDO 100",1000,"LJUBLJANA","SLOPAK - TRGOVCI","PE LJUBLJANA","1000 CESTA NA BRDO 100","14,4620419","46,04783434",16,58,00:58
2234,"KEMOFARMACIJA","CESTA NA BRDO 100",1000,"LJUBLJANA","SLOPAK - TRGOVCI","PE LJUBLJANA","1000 CESTA NA BRDO 100","14,4620419","46,04783434",16,58,00:58
5828,"KERIN.POVIRK- slopak","MENGEŠKA CESTA 15",1236,"TRZIN","SLOPAK - KU 2","PE LJUBLJANA","1236 MENGEŠKA CESTA 15","14,56306399","46,13518935",21,33,00:33
5991,"KG - EKO, d.o.o.","LJUBLJANSKA CESTA 16b",1293,"ŠMARJE - SAP","OSTALO","PE LJUBLJANA","1293 LJUBLJANSKA 16B","14,60629118","45,97441364",35,64,01:04
3528,"KGZ LITIJA - TC AGROMARKET - slopak","SAVSKA CESTA 2",1270,"LITIJA","SLOPAK - KU 2","PE LJUBLJANA","1270 SAVSKA CESTA 2","14,83409418","46,05934817",73,115,01:55
3437,"KGZ METLIKA","SAVLJE 89",1000,"LJUBLJANA","SLOPAK - KU 1","PE LJUBLJANA","1000 SAVLJE 89","14,49970785","46,09538635",10,22,00:22
4243,"KGZ METLIKA","MESTNI TRG 14",8330,"METLIKA","SLOPAK - KU 1","PE LJUBLJANA","8330 MESTNI TRG 14","15,31812601","45,64952949",187,186,03:06
3437,"KGZ METLIKA","SAVLJE 89",1000,"LJUBLJANA","SLOPAK - KU 1","PE LJUBLJANA","1000 SAVLJE 89","14,49970785","46,09538635",10,22,00:22
5745,"KGZ METLIKA - arhiva","SAVLJE 89",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 SAVLJE 89","14,49970785","46,09538635",10,22,00:22
4662,"KGZ METLIKA - P.C. IZOLA","INDUSTRIJSKA CESTA 10",6310,"IZOLA","SLOPAK - KU 1","PE LJUBLJANA","6310 INDUSTRIJSKA CESTA 10","13,66845566","45,53499409",223,219,03:39
4662,"KGZ METLIKA - P.C. IZOLA","INDUSTRIJSKA CESTA 10",6310,"IZOLA","SLOPAK - KU 1","PE LJUBLJANA","6310 INDUSTRIJSKA CESTA 10","13,66845566","45,53499409",223,219,03:39
4518,"KGZ METLIKA 5m3","SAVLJE 89",1000,"LJUBLJANA","SLOPAK - KU 1","PE LJUBLJANA","1000 SAVLJE 89","14,49970785","46,09538635",10,22,00:22
5641,"KIG d.d. - arhiva","ZAGORICA 18",1292,"IG","OSTALO","PE LJUBLJANA","1292 ZAGORICA 18","14,51825413","45,96249771",29,75,01:15
5326,"KIG d.d. - interseroh","ZAGORICA 18",1292,"IG","INTERSEROH","PE LJUBLJANA","1292 ZAGORICA 18","14,51825413","45,96249771",29,75,01:15
5326,"KIG d.d. - interseroh","ZAGORICA 18",1292,"IG","INTERSEROH","PE LJUBLJANA","1292 ZAGORICA 18","14,51825413","45,96249771",29,75,01:15
5641,"KIG d.d. - ostalo","ZAGORICA 18",1292,"IG","OSTALO","PE LJUBLJANA","1292 ZAGORICA 18","14,51825413","45,96249771",29,75,01:15
4459,"KIMI d.o.o. - SLOPAK","PLANJAVA 1",1236,"TRZIN","OSTALO","PE LJUBLJANA","1236 PLANJAVA 1","14,5481743","46,12003383",16,26,00:26
2227,"KIMI papir","PLANJAVA 1",1236,"TRZIN","OSTALO","PE LJUBLJANA","1236 PLANJAVA 1","14,5481743","46,12003383",16,26,00:26
2227,"KIMI papir","PLANJAVA 1",1236,"TRZIN","OSTALO","PE LJUBLJANA","1236 PLANJAVA 1","14,5481743","46,12003383",16,26,00:26
3801,"KIMI polivinil","PLANJAVA 1",1236,"TRZIN","OSTALO","PE LJUBLJANA","1236 PLANJAVA 1","14,5481743","46,12003383",16,26,00:26
3801,"KIMI polivinil","PLANJAVA 1",1236,"TRZIN","OSTALO","PE LJUBLJANA","1236 PLANJAVA 1","14,5481743","46,12003383",16,26,00:26
3490,"KISIK d.o.o.","TRUBARJEVA CESTA 9",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 TRUBARJEVA CESTA 9","14,50756621","46,05216874",4,9,00:09
4424,"KIV d.d.","VRANSKO 66",3305,"VRANSKO","OSTALO","PE LJUBLJANA","3305 VRANSKO 66","14,95370379","46,24559735",96,98,01:38
4033,"KLADIVAR d.d. - SLOPAK","INDUSTRIJSKA CESTA 2",4226,"ŽIRI","SLOPAK - KU 2","PE LJUBLJANA","4226 INDUSTRIJSKA 2","14,10773673","46,05256929",113,136,02:16
4012,"KLADIVAR d.d. - SLOPAK","INDUSTRIJSKA CESTA 2",4226,"ŽIRI","SLOPAK - KU 2","PE LJUBLJANA","4226 INDUSTRIJSKA 2","14,10773673","46,05256929",113,136,02:16
2230,"KLINIČNI CENTER - BOLNICA PETRA DRŽAJA","VODNIKOVA 62",1000,"LJUBLJANA","INTERSEROH","PE LJUBLJANA","1000 VODNIKOVA 62","14,48704589","46,06743782",10,37,00:37
4181,"KLINIČNI CENTER - BOLNICA PETRA DRŽAJA","VODNIKOVA 62",1000,"LJUBLJANA","INTERSEROH","PE LJUBLJANA","1000 VODNIKOVA 62","14,48704589","46,06743782",10,37,00:37
4181,"KLINIČNI CENTER - BOLNICA PETRA DRŽAJA","VODNIKOVA 62",1000,"LJUBLJANA","INTERSEROH","PE LJUBLJANA","1000 VODNIKOVA 62","14,48704589","46,06743782",10,37,00:37
2230,"KLINIČNI CENTER - BOLNICA PETRA DRŽAJA","VODNIKOVA 62",1000,"LJUBLJANA","INTERSEROH","PE LJUBLJANA","1000 VODNIKOVA 62","14,48704589","46,06743782",10,37,00:37
4181,"KLINIČNI CENTER - BOLNICA PETRA DRŽAJA","VODNIKOVA 62",1000,"LJUBLJANA","INTERSEROH","PE LJUBLJANA","1000 VODNIKOVA 62","14,48704589","46,06743782",10,37,00:37
5563,"KLINIČNI CENTER - GINEKOLOŠKA KLINIKA","ŠLAJMERJEVA 3",1000,"LJUBLJANA","INTERSEROH","PE LJUBLJANA","1000 ŠLAJMERJEVA 3","14,52389772","46,05403721",1,3,00:03
3612,"KLINIČNI CENTER - KOMERCIALNI SEKTOR","ZALOŠKA CESTA 14",1000,"LJUBLJANA","INTERSEROH","PE LJUBLJANA","1000 ZALOŠKA CESTA 14","14,52876882","46,05415629",0,2,00:02
6384,"KLINIČNI CENTER - KOMERCIALNI SEKTOR - pvc","ZALOŠKA CESTA 14",1000,"LJUBLJANA","INTERSEROH","PE LJUBLJANA","1000 ZALOŠKA CESTA 14","14,52876882","46,05415629",0,2,00:02
6384,"KLINIČNI CENTER - KOMERCIALNI SEKTOR - pvc","ZALOŠKA CESTA 14",1000,"LJUBLJANA","INTERSEROH","PE LJUBLJANA","1000 ZALOŠKA CESTA 14","14,52876882","46,05415629",0,2,00:02
6683,"KLINIČNI CENTER - OČESNA KLINIKA","GRABLOVIČEVA ULICA 46",1000,"LJUBLJANA","INTERSEROH","PE LJUBLJANA","1000 GRABLOVIČEVA ULICA 46","14,52842589","46,05497367",0,1,00:01
4196,"KLINIČNI CENTER - OČESNA KLINIKA","GRABLOVIČEVA ULICA 46",1000,"LJUBLJANA","INTERSEROH","PE LJUBLJANA","1000 GRABLOVIČEVA ULICA 46","14,52842589","46,05497367",0,1,00:01
4901,"KLINIČNI CENTER - PEDIATRIČNA KLINIKA","UL. STARE PRAVDE 10",1000,"LJUBLJANA","INTERSEROH","PE LJUBLJANA","1000 STARE PRAVDE 10","14,51517382","46,04817919",3,8,00:08
4177,"KLINIČNI CENTER - PEDIATRIČNA KLINIKA","UL. STARE PRAVDE 10",1000,"LJUBLJANA","INTERSEROH","PE LJUBLJANA","1000 STARE PRAVDE 10","14,51517382","46,04817919",3,8,00:08
4901,"KLINIČNI CENTER - PEDIATRIČNA KLINIKA","UL. STARE PRAVDE 10",1000,"LJUBLJANA","INTERSEROH","PE LJUBLJANA","1000 STARE PRAVDE 10","14,51517382","46,04817919",3,8,00:08
2229,"KLINIČNI CENTER - PEDIATRIČNA KLINIKA - 5m3","VRAZOV TRG 1",1000,"LJUBLJANA","INTERSEROH","PE LJUBLJANA","1000 VRAZOV TRG 1","14,51715159","46,05107578",2,6,00:06
6676,"KLINIČNI CENTER - PEDIATRIČNA KLINIKA - 5m3 -","VRAZOV TRG 1",1000,"LJUBLJANA","INTERSEROH","PE LJUBLJANA","1000 VRAZOV TRG 1","14,51715159","46,05107578",2,6,00:06
6676,"KLINIČNI CENTER - PEDIATRIČNA KLINIKA - 5m3 -","VRAZOV TRG 1",1000,"LJUBLJANA","INTERSEROH","PE LJUBLJANA","1000 VRAZOV TRG 1","14,51715159","46,05107578",2,6,00:06
2229,"KLINIČNI CENTER - PEDIATRIČNA KLINIKA - 5m3 -","VRAZOV TRG 1",1000,"LJUBLJANA","INTERSEROH","PE LJUBLJANA","1000 VRAZOV TRG 1","14,51715159","46,05107578",2,6,00:06
5232,"KLINIČNI CENTER - PEDIATRIČNA KLINIKA - plast","VRAZOV TRG 1",1000,"LJUBLJANA","INTERSEROH","PE LJUBLJANA","1000 VRAZOV TRG 1","14,51715159","46,05107578",2,6,00:06
5232,"KLINIČNI CENTER - PEDIATRIČNA KLINIKA - plast","VRAZOV TRG 1",1000,"LJUBLJANA","INTERSEROH","PE LJUBLJANA","1000 VRAZOV TRG 1","14,51715159","46,05107578",2,6,00:06
5232,"KLINIČNI CENTER - PEDIATRIČNA KLINIKA - plast","VRAZOV TRG 1",1000,"LJUBLJANA","INTERSEROH","PE LJUBLJANA","1000 VRAZOV TRG 1","14,51715159","46,05107578",2,6,00:06
4175,"KLINIČNI CENTER - PEDIATRIČNA KLINIKA - stekl","VRAZOV TRG 1",1000,"LJUBLJANA","INTERSEROH","PE LJUBLJANA","1000 VRAZOV TRG 1","14,51715159","46,05107578",2,6,00:06
4175,"KLINIČNI CENTER - PEDIATRIČNA KLINIKA - stekl","VRAZOV TRG 1",1000,"LJUBLJANA","INTERSEROH","PE LJUBLJANA","1000 VRAZOV TRG 1","14,51715159","46,05107578",2,6,00:06
4175,"KLINIČNI CENTER - PEDIATRIČNA KLINIKA - stekl","VRAZOV TRG 1",1000,"LJUBLJANA","INTERSEROH","PE LJUBLJANA","1000 VRAZOV TRG 1","14,51715159","46,05107578",2,6,00:06
4175,"KLINIČNI CENTER - PEDIATRIČNA KLINIKA - stekl","VRAZOV TRG 1",1000,"LJUBLJANA","INTERSEROH","PE LJUBLJANA","1000 VRAZOV TRG 1","14,51715159","46,05107578",2,6,00:06
4175,"KLINIČNI CENTER - PEDIATRIČNA KLINIKA - stekl","VRAZOV TRG 1",1000,"LJUBLJANA","INTERSEROH","PE LJUBLJANA","1000 VRAZOV TRG 1","14,51715159","46,05107578",2,6,00:06
4175,"KLINIČNI CENTER - PEDIATRIČNA KLINIKA - stekl","VRAZOV TRG 1",1000,"LJUBLJANA","INTERSEROH","PE LJUBLJANA","1000 VRAZOV TRG 1","14,51715159","46,05107578",2,6,00:06
4175,"KLINIČNI CENTER - PEDIATRIČNA KLINIKA - stekl","VRAZOV TRG 1",1000,"LJUBLJANA","INTERSEROH","PE LJUBLJANA","1000 VRAZOV TRG 1","14,51715159","46,05107578",2,6,00:06
6677,"KLINIČNI CENTER - SAMSKI DOM","VIDOVDANSKA ULICA 9",1000,"LJUBLJANA","INTERSEROH","PE LJUBLJANA","1000 VIDOVDANSKA 9","14,51407884","46,05370812",2,6,00:06
6677,"KLINIČNI CENTER - SAMSKI DOM","VIDOVDANSKA ULICA 9",1000,"LJUBLJANA","INTERSEROH","PE LJUBLJANA","1000 VIDOVDANSKA 9","14,51407884","46,05370812",2,6,00:06
5937,"KLINIČNI CENTER - STARA PORODNIŠNICA","ZALOŠKA CESTA 2",1000,"LJUBLJANA","INTERSEROH","PE LJUBLJANA","1000 ZALOŠKA CESTA 2","14,52078596","46,05221572",2,4,00:04
4593,"KLOTER d.o.o. - SLOPAK","PETELINJE 2",6275,"PIVKA","SLOPAK - KU 2","PE LJUBLJANA","6275 PETELINJE 2","14,19671571","45,68935921",120,121,02:01
4539,"KMEČKI GLAS - ZALOŽBA","ŽELEZNA CESTA 14",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 ŽELEZNA CESTA 14","14,51379531","46,06248863",3,7,00:07
4352,"KMEČKI HRAM d.o.o.","TOMAČEVSKA 50",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 TOMAČEVSKA 50","14,53631646","46,07891255",5,14,00:14
4353,"KMEČKI HRAM d.o.o.","TOMAČEVSKA 50",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 TOMAČEVSKA 50","14,53631646","46,07891255",5,14,00:14
6149,"KMETIJSKA ZADRUGA POLHOV GRADEC","POLHOV GRADEC 61 A",1355,"POLHOV GRADEC","OSTALO","PE LJUBLJANA","1355 POLHOV GRADEC 61A","14,31431438","46,06805546",47,120,02:00
3446,"KMETIJSKI INŠTITUT SLOVENIJE","HACQUETOVA ULICA 17",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 HACQUETOVA ULICA 17","14,51847723","46,06065486",2,4,00:04
2906,"KMETIJSKO GOZDARSKA ZBORNICA","CELOVŠKA CESTA 135",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 CELOVŠKA CESTA 135","14,48829533","46,07072753",10,38,00:38
5427,"KMETIJSKO GOZDARSKI ZAVOD","CELOVŠKA CESTA 135",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 CELOVŠKA CESTA 135","14,48829533","46,07072753",10,38,00:38
5589,"KMETIJSKO GOZDARSKI ZAVOD","ULICA VLADIMIRJA DOLNIČARJA 2",1356,"DOBROVA","OSTALO","PE LJUBLJANA","1356 ULICA VLADIMIRJA DOLNIČARJA 2","14,41740604","46,05433751",25,57,00:57
5230,"KNAUF INSULATION, d.o.o. - 5m3","TRATA 32",4220,"ŠKOFJA LOKA","OSTALO","PE LJUBLJANA","4220 TRATA 32","14,3338954","46,17596178",46,97,01:37
6550,"KNAUF INSULATION, d.o.o. - AJDOVŠČINA","VIPAVSKA CESTA 4",5270,"AJDOVŠČINA","INTERSEROH","PE LJUBLJANA","5270 VIPAVSKA CESTA 4","13,91077814","45,88432374",162,169,02:49
6366,"KNAUF INSULATION, d.o.o. - batna s. - folija","TRATA 32",4220,"ŠKOFJA LOKA","INTERSEROH","PE LJUBLJANA","4220 TRATA 32","14,3338954","46,17596178",46,97,01:37
6369,"KNAUF INSULATION, d.o.o. - batna s. - karton","TRATA 32",4220,"ŠKOFJA LOKA","INTERSEROH","PE LJUBLJANA","4220 TRATA 32","14,3338954","46,17596178",46,97,01:37
6366,"KNAUF INSULATION, d.o.o. - interseroh","TRATA 32",4220,"ŠKOFJA LOKA","INTERSEROH","PE LJUBLJANA","4220 TRATA 32","14,3338954","46,17596178",46,97,01:37
5777,"KNAUF INSULATION, d.o.o. - les - slopak","TRATA 32",4220,"ŠKOFJA LOKA","SLOPAK - KU 2","PE LJUBLJANA","4220 TRATA 32","14,3338954","46,17596178",46,97,01:37
6368,"KNAUF INSULATION, d.o.o. - les, karton, big b","TRATA 32",4220,"ŠKOFJA LOKA","INTERSEROH","PE LJUBLJANA","4220 TRATA 32","14,3338954","46,17596178",46,97,01:37
6366,"KNAUF INSULATION, d.o.o. - press - interseroh","TRATA 32",4220,"ŠKOFJA LOKA","INTERSEROH","PE LJUBLJANA","4220 TRATA 32","14,3338954","46,17596178",46,97,01:37
6366,"KNAUF INSULATION, d.o.o. - press - interseroh","TRATA 32",4220,"ŠKOFJA LOKA","INTERSEROH","PE LJUBLJANA","4220 TRATA 32","14,3338954","46,17596178",46,97,01:37
5231,"KNAUF INSULATION, d.o.o. - PVC","TRATA 32",4220,"ŠKOFJA LOKA","OSTALO","PE LJUBLJANA","4220 TRATA 32","14,3338954","46,17596178",46,97,01:37
6367,"KNAUF INSULATION, d.o.o. - PVC - interseroh","TRATA 32",4220,"ŠKOFJA LOKA","INTERSEROH","PE LJUBLJANA","4220 TRATA 32","14,3338954","46,17596178",46,97,01:37
6586,"KNJIGICA MAJA ZELNIK, s.p.","CELOVŠKA CESTA 172",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 CELOVŠKA CESTA 172","14,48444738","46,07582996",12,44,00:44
6586,"KNJIGICA MAJA ZELNIK, s.p.","CELOVŠKA CESTA 172",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 CELOVŠKA CESTA 172","14,48444738","46,07582996",12,44,00:44
4813,"KNJIŽNICA GROSUPLJE","ADAMIČEVA CESTA 15",1290,"GROSUPLJE","OSTALO","PE LJUBLJANA","1290 ADAMIČEVA CESTA 15","14,65571867","45,95733266",32,48,00:48
6330,"KNJIŽNICA JOŽETA UDOVIČA CERKNICA","PARTIZANSKA ULICA 22",1380,"CERKNICA","OSTALO","PE LJUBLJANA","1380 PARTIZANSKA 22","14,36249818","45,79548248",95,109,01:49
4671,"KNJIŽNICA PREŽIHOV VORANC","TRŽAŠKA 47a",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 TRŽAŠKA 47A","14,48504249","46,04369301",14,58,00:58
5352,"KNJIŽNITA JOŽETA MAZOVCA","ZALOŠKA CESTA 61",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 ZALOŠKA CESTA 61","14,53545705","46,05643297",1,3,00:03
6215,"KOLEDA d.o.o.","REBOLJEVA ULICA 13",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 REBOLJEVA ULICA 13","14,51698935","46,08165808",9,31,00:31
5583,"KOLESARSKI SERVIS MAXISPORT, d.o.o. - slopak","ŠMARTINSKA CESTA 211",1000,"LJUBLJANA","SLOPAK - KU 2","PE LJUBLJANA","1000 ŠMARTINSKA CESTA 211","14,565729","46,07577047",11,17,00:17
4553,"KOLOSEJ","ŠMARTINSKA 152",1000,"LJUBLJANA","SLOPAK - KU 2","PE LJUBLJANA","1000 ŠMARTINSKA 152","14,54196589","46,06800312",3,9,00:09
2531,"KOLOSEJ","ŠMARTINSKA 152",1000,"LJUBLJANA","SLOPAK - KU 2","PE LJUBLJANA","1000 ŠMARTINSKA 152","14,54196589","46,06800312",3,9,00:09
4819,"KOMPAS, d.d.","PRAŽAKOVA 4",1000,"LJUBLJANA","OSTALO","PE LJUBLJANA","1000 PRAŽAKOVA 4","14,50723488","46,05601832",3,9,00:09
6251,"KOMUNALA CERKNICA d.o.o. - arhiva","NOTRANJSKA CESTA 44",1380,"CERKNICA","OSTALO","PE LJUBLJANA","1380 NOTRANJSKA CESTA 44","14,36346052","45,7979623",94,109,01:49
4096,"KOMUNALA CERKNICA, d.o.o.","NOTRANJSKA CESTA 44",1380,"CERKNICA","SLOPAK, INTERSEROH - KOMUNALE","PE LJUBLJANA","1380 NOTRANJSKA CESTA 44","14,36346052","45,7979623",94,109,01:49
3434,"KOMUNALA HRASTNIK 1.8m3","CESTA 3. JULIJA 7",1430,"HRASTNIK","OSTALO","PE LJUBLJANA","1430 CESTA 3. JULIJA 7","15,08539998","46,14964217",129,161,02:41
6184,"KOMUNALA KRANJ d.o.o. - Lj.","SAVSKA LOKA 33",4000,"KRANJ","OSTALO","PE LJUBLJANA","4000 SAVSKA LOKA 33","14,36950468","46,21988173",55,71,01:11
6184,"KOMUNALA KRANJ d.o.o. - Lj.","SAVSKA LOKA 33",4000,"KRANJ","OSTALO","PE LJUBLJANA","4000 SAVSKA LOKA 33","14,36950468","46,21988173",55,71,01:11
6184,"KOMUNALA KRANJ d.o.o. - Lj.","SAVSKA LOKA 33",4000,"KRANJ","OSTALO","PE LJUBLJANA","4000 SAVSKA LOKA 33","14,36950468","46,21988173",55,71,01:11
3463,"KOMUNALA LITIJA 1.8m3","PONOVIŠKA 15",1270,"LITIJA","SLOPAK, INTERSEROH - KOMUNALE","PE LJUBLJANA","1270 PONOVIŠKA 15","14,83274124","46,06228845",73,114,01:54
3463,"KOMUNALA LITIJA 1.8m3","PONOVIŠKA 15",1270,"LITIJA","SLOPAK, INTERSEROH - KOMUNALE","PE LJUBLJANA","1270 PONOVIŠKA 15","14,83274124","46,06228845",73,114,01:54
3463,"KOMUNALA LITIJA 1.8m3","PONOVIŠKA 15",1270,"LITIJA","SLOPAK, INTERSEROH - KOMUNALE","PE LJUBLJANA","1270 PONOVIŠKA 15","14,83274124","46,06228845",73,114,01:54
3882,"KOMUNALA LITIJA 35m3","PONOVIŠKA 15",1270,"LITIJA","SLOPAK, INTERSEROH - KOMUNALE","PE LJUBLJANA","1270 PONOVIŠKA 15","14,83274124","46,06228845",73,114,01:54
5568,"KOMUNALA LITIJA 9m3","PONOVIŠKA 15",1270,"LITIJA","SLOPAK, INTERSEROH - KOMUNALE","PE LJUBLJANA","1270 PONOVIŠKA 15","14,83274124","46,06228845",73,114,01:54
6314,"KOMUNALA LJUBLJANA - SNAGA","POVŠETOVA ULICA 6",1000,"LJUBLJANA","SLOPAK, INTERSEROH - KOMUNALE","PE LJUBLJANA","1000 POVŠETOVA ULICA 6","14,524794","46,05047785",2,4,00:04
4847,"KOMUNALA LJUBLJANA - SNAGA","POVŠETOVA ULICA 6",1000,"LJUBLJANA","SLOPAK, INTERSEROH - KOMUNALE","PE LJUBLJANA","1000 POVŠETOVA ULICA 6","14,524794","46,05047785",2,4,00:04
6568,"KOMUNALA LJUBLJANA - SNAGA - interseroh","POVŠETOVA ULICA 6",1000,"LJUBLJANA","INTERSEROH","PE LJUBLJANA","1000 POVŠETOVA ULICA 6","14,524794","46,05047785",2,4,00:04
4847,"KOMUNALA LJUBLJANA - SNAGA - slopak","POVŠETOVA ULICA 6",1000,"LJUBLJANA","SLOPAK, INTERSEROH - KOMUNALE","PE LJUBLJANA","1000 POVŠETOVA ULICA 6","14,524794","46,05047785",2,4,00:04
5737,"KOMUNALA RADEČE - 35m3","TITOVA CESTA 107",1433,"RADEČE","SLOPAK, INTERSEROH - KOMUNALE","PE LJUBLJANA","1433 TITOVA 107","15,16240866","46,0651243",147,182,03:02
8634,"KOMUNALA RADEČE - 35m3 - kovine","TITOVA CESTA 107",1433,"RADEČE","SLOPAK, INTERSEROH - KOMUNALE","PE LJUBLJANA","1433 TITOVA 107","15,16240866","46,0651243",147,182,03:02
5613,"KOMUNALA RADEČE 35m3","TITOVA CESTA 107",1433,"RADEČE","SLOPAK, INTERSEROH - KOMUNALE","PE LJUBLJANA","1433 TITOVA 107","15,16240866","46,0651243",147,182,03:02
5613,"KOMUNALA RADEČE 35m3","TITOVA CESTA 107",1433,"RADEČE","SLOPAK, INTERSEROH - KOMUNALE","PE LJUBLJANA","1433 TITOVA 107","15,16240866","46,0651243",147,182,03:02
3898,"KOMUNALA RIBNICA","GORIČA VAS 11A",1310,"RIBNICA","SLOPAK, INTERSEROH - KOMUNALE","PE LJUBLJANA","1310 GORIČA VAS 11A","14,73538686","45,73192818",87,111,01:51
3898,"KOMUNALA RIBNICA","GORIČA VAS 11A",1310,"RIBNICA","SLOPAK, INTERSEROH - KOMUNALE","PE LJUBLJANA","1310 GORIČA VAS 11A","14,73538686","45,73192818",87,111,01:51
5423,"KOMUNALA RIBNICA           9m3","GORIČA VAS 11A",1310,"RIBNICA","SLOPAK, INTERSEROH - KOMUNALE","PE LJUBLJANA","1310 GORIČA VAS 11A","14,73538686","45,73192818",87,111,01:51
5423,"KOMUNALA RIBNICA           9m3","GORIČA VAS 11A",1310,"RIBNICA","SLOPAK, INTERSEROH - KOMUNALE","PE LJUBLJANA","1310 GORIČA VAS 11A","14,73538686","45,73192818",87,111,01:51
3897,"KOMUNALA RIBNICA 1.8m3","GORIČA VAS 11A",1310,"RIBNICA","SLOPAK, INTERSEROH - KOMUNALE","PE LJUBLJANA","1310 GORIČA VAS 11A","14,73538686","45,73192818",87,111,01:51
3897,"KOMUNALA RIBNICA 1.8m3","GORIČA VAS 11A",1310,"RIBNICA","SLOPAK, INTERSEROH - KOMUNALE","PE LJUBLJANA","1310 GORIČA VAS 11A","14,73538686","45,73192818",87,111,01:51
3897,"KOMUNALA RIBNICA 1.8m3","GORIČA VAS 11A",1310,"RIBNICA","SLOPAK, INTERSEROH - KOMUNALE","PE LJUBLJANA","1310 GORIČA VAS 11A","14,73538686","45,73192818",87,111,01:51
3897,"KOMUNALA RIBNICA 1.8m3","GORIČA VAS 11A",1310,"RIBNICA","SLOPAK, INTERSEROH - KOMUNALE","PE LJUBLJANA","1310 GORIČA VAS 11A","14,73538686","45,73192818",87,111,01:51
3897,"KOMUNALA RIBNICA 1.8m3","GORIČA VAS 11A",1310,"RIBNICA","SLOPAK, INTERSEROH - KOMUNALE","PE LJUBLJANA","1310 GORIČA VAS 11A","14,73538686","45,73192818",87,111,01:51
3897,"KOMUNALA RIBNICA 1.8m3","GORIČA VAS 11A",1310,"RIBNICA","SLOPAK, INTERSEROH - KOMUNALE","PE LJUBLJANA","1310 GORIČA VAS 11A","14,73538686","45,73192818",87,111,01:51
3897,"KOMUNALA RIBNICA 1.8m3","GORIČA VAS 11A",1310,"RIBNICA","SLOPAK, INTERSEROH - KOMUNALE","PE LJUBLJANA","1310 GORIČA VAS 11A","14,73538686","45,73192818",87,111,01:51
3897,"KOMUNALA RIBNICA 1.8m3","GORIČA VAS 11A",1310,"RIBNICA","SLOPAK, INTERSEROH - KOMUNALE","PE LJUBLJANA","1310 GORIČA VAS 11A","14,73538686","45,73192818",87,111,01:51
3897,"KOMUNALA RIBNICA 1.8m3","GORIČA VAS 11A",1310,"RIBNICA","SLOPAK, INTERSEROH - KOMUNALE","PE LJUBLJANA","1310 GORIČA VAS 11A","14,73538686","45,73192818",87,111,01:51
3897,"KOMUNALA RIBNICA 1.8m3","GORIČA VAS 11A",1310,"RIBNICA","SLOPAK, INTERSEROH - KOMUNALE","PE LJUBLJANA","1310 GORIČA VAS 11A","14,73538686","45,73192818",87,111,01:51
3897,"KOMUNALA RIBNICA 1.8m3","GORIČA VAS 11A",1310,"RIBNICA","SLOPAK, INTERSEROH - KOMUNALE","PE LJUBLJANA","1310 GORIČA VAS 11A","14,73538686","45,73192818",87,111,01:51
3897,"KOMUNALA RIBNICA 1.8m3","GORIČA VAS 11A",1310,"RIBNICA","SLOPAK, INTERSEROH - KOMUNALE","PE LJUBLJANA","1310 GORIČA VAS 11A","14,73538686","45,73192818",87,111,01:51
3897,"KOMUNALA RIBNICA 1.8m3","GORIČA VAS 11A",1310,"RIBNICA","SLOPAK, INTERSEROH - KOMUNALE","PE LJUBLJANA","1310 GORIČA VAS 11A","14,73538686","45,73192818",87,111,01:51
3897,"KOMUNALA RIBNICA 1.8m3","GORIČA VAS 11A",1310,"RIBNICA","SLOPAK, INTERSEROH - KOMUNALE","PE LJUBLJANA","1310 GORIČA VAS 11A","14,73538686","45,73192818",87,111,01:51
3897,"KOMUNALA RIBNICA 1.8m3","GORIČA VAS 11A",1310,"RIBNICA","SLOPAK, INTERSEROH - KOMUNALE","PE LJUBLJANA","1310 GORIČA VAS 11A","14,73538686","45,73192818",87,111,01:51
