SIF_STR;NAZIV;NASLOV;KRAJ;POSTA;SKUP1;X;Y
6240;MMC & CO d.o.o.;TRéAäKA 118;1000 LJUBLJANA;1000;1000 TRéAäKA CESTA 118;14.47124281;46.03962626
6241;JAVNA AGENCIJA RS ZA VARNOST PROMET;LETALIäKA CESTA16. HALA F;1000 LJUBLJANA;1000;1000 LETALIäKA CESTA 16;14.55757866;46.06182900
6242;MEDICINSKA FAKULTETA - MIKROBIOLOä;VRAZOV TRG 2;1000 LJUBLJANA;1000;1000 VRAZOV TRG 2;14.51816093;46.05091806
6245;ZAVOD ZA ZAPOSLOVANJE DOMéALE;LJUBLJANSKA 80;1230 DOMéALE;1230;1230 LJUBLJANSKA 80;14.59343994;46.14044751
6246;BUTAN PLIN, d.d. - pvc;VEROVäKOVA 59;1000 LJUBLJANA;1000;1000 VEROVäKOVA ULICA 59;14.49948971;46.08084527
6247;TIM TKALEC d.o.o.;ULICA STANETA SEVERJA 4;1000 LJUBLJANA;1000;1000 ULICA STANETA SEVERJA 4;14.51207859;46.08872742
6248;NLB InterFinanz AG Zurich, podru≈æn;SLOVENSKA CESTA 27;1000 LJUBLJANA;1000;1000 SLOVENSKA CESTA 27;14.50263862;46.05116674
6249;KZ DOMéALE z.o.o. - slopak;INDUSTRIJSKA CESTA 15;1235 RADOMLJE;1235;1235 INDUSTRIJSKA CESTA 15;14.59717072;46.16142484
6251;KOMUNALA CERKNICA d.o.o. - arhiva;NOTRANJSKA CESTA 44;1380 CERKNICA;1380;1380 NOTRANJSKA CESTA 44;14.36346052;45.79796230
6253;AVTO TRIGLAV - RC FIAT;BARAGOVA ULICA 5;1000 LJUBLJANA;1000;1000 BARAGOVA ULICA 5;14.51307988;46.07776358
6255;PVC NAGODE d.o.o.;TRéAäKA CESTA 87A;6230 POSTOJNA;6230;6230 TRéAäKA CESTA 87A;14.19205157;45.76909532
6256;Oä äENTJERNEJ - PODRUéNICA OREHO;OREHOVICA 16;8310 äENTJERNEJ;8310;8310 OREHOVICA 16;15.30609673;45.81647837
6257;ZAVOD ZA ZAPOSLOVANJE - urad za del;GREGOR»I»EVA ULICA 18;5270 AJDOVä»INA;5270;5270 GREGOR»I»EVA ULICA 18;13.90330228;45.88841839
6258;KARSIJA d.o.o. - slopak;TRéAäKA CESTA 134;1000 LJUBLJANA;1000;1000 TRéAäKA CESTA 134;14.46703497;46.03785223
6259;NORIK d.o.o. - slopak;CESTA DVEH CESARJEV 393A;1000 LJUBLJANA;1000;1000 CESTA DVEH CESARJEV 393A;14.46848274;46.03236136
6260;ZDRAVNIäKA ZBORNICA SLOVENIJE;DUNAJSKA CESTA 162;1000 LJUBLJANA;1000;1000 DUNAJSKA CESTA 162;14.51422630;46.08416574
6261;NOVA OBZORJA  d.o.o.;MIVKA 25;1000 LJUBLJANA;1000;1000 MIVKA 25;14.50160578;46.03951927
6262;GROäELJ GORAZD s.p. SEPRO;CESTA 9. AVGUSTA 27A;1410 ZAGORJE OB SAVI;1410;1410 CESTA 9. AVGUSTA 27A;14.99914248;46.13345297
6263;AUTOCOMMERCE SGV - interseroh - mre;BARAGOVA ULICA 5;1000 LJUBLJANA;1000;1000 BARAGOVA ULICA 5;14.51307988;46.07776358
6264;AUTOCOMMERCE NPS - interseroh - mre;BARAGOVA ULICA 5;1000 LJUBLJANA;1000;1000 BARAGOVA ULICA 5;14.51307988;46.07776358
6265;AUTOCOMMERCE AC SISTEMI - intersero;BARAGOVA ULICA 5;1000 LJUBLJANA;1000;1000 BARAGOVA ULICA 5;14.51307988;46.07776358
6266;AUTOCOMMERCE SOV - interseroh - 5m3;BARAGOVA ULICA 5;1000 LJUBLJANA;1000;1000 BARAGOVA ULICA 5;14.51307988;46.07776358
6267;Oä BESNICA;VIDEMCE 12;4201 ZGORNJA BESNICA;4201;4201 VIDEMCE 12;14.29478262;46.26107730
6268;ZALOéBA VALE NOVAK;POLJANSKA CESTA 1;1000 LJUBLJANA;1000;1000 POLJANSKA CESTA 1;14.51144227;46.05079067
6269;VRTEC KEKEC GROSUPLJE;TRUBARJEVA CESTA 15;1290 GROSUPLJE;1290;1290 TRUBARJEVA CESTA 15;14.65488145;45.95502671
6270;NOVA ORBITA, d.o.o.;PARMOVA CESTA 41;1000 LJUBLJANA;1000;1000 PARMOVA ULICA 41;14.50348971;46.06294836
6271;GRADIS, d.o.o. - gradbeno podjetje;GRADNIKOVE BRIGADE 11;1000 LJUBLJANA;1000;1000 ULICA GRADNIKOVE BRIGADE 11;14.54410231;46.07230349
6272;507, d.o.o.;MIVKA 27;1000 LJUBLJANA;1000;1000 MIVKA 27;14.50156501;46.03974403
6273;ZAJC MAKSIMILJAN - slopak;DOL PRI LJUBLJANI 8;1262 DOL PRI LJUBLJANI;1262;1262 DOL PRI LJUBLJANI 8;14.64285567;46.08853390
6274;KZ RADOHOVA VAS - slopak;RADOHOVA VAS 12;1296 äENTVID PRI STI»NI;1296;1296 RADOHOVA VAS 12;14.86815749;45.94607457
6276;Oä äEN»UR;PIPANOVA CESTA 43;4208 äEN»UR;4208;4208 PIPANOVA CESTA 43;14.41888683;46.24860134
6277;ZAVOD ZA ZAPOSLOVANJE - OBMO»NA SL;TRDINOVA ULICA 10;8000 NOVO MESTO;8000;8000 TRDINOVA ULICA 10;15.17055340;45.79924410
6279;Oä TRBOJE;TRBOJE 116;4208 äEN»UR;4208;4208 TRBOJE 116;14.40864705;46.19962114
6280;Oä VOKLO;VOKLO 7;4208 äEN»UR;4208;4208 VOKLO 7;14.41973049;46.21644895
6281;Oä OLäEVEK;OLäEVEK 59;4208 äEN»UR;4208;4208 OLäEVEK 59;14.43391367;46.27809778
6282;OLMA d.d. - ≈°olska akcija;POLJSKA POT 2;1000 LJUBLJANA;1000;1000 POLJSKA POT 2;14.55298176;46.05644859
6283;AROMA HERBAL, d.o.o. - slopak;ALJAéEVA ULICA 24 A;1000 LJUBLJANA;1000;1000 ALJAéEVA ULICA 24A;14.49518942;46.06745595
6284;Oä FRANCETA PREäERNA RIBNICA;äOLSKA ULICA 2;1310 RIBNICA;1310;1310 äOLSKA ULICA 2;14.72723273;45.74154616
6285;HELLA SATURNUS d.o.o.- slopak;LETALIäKA ULICA 17;1000 LJUBLJANA;1000;1000 LETALIäKA CESTA 17;14.55435839;46.06367905
6286;AUTOCOMMERCE - interseroh - pralnic;BARAGOVA ULICA 5;1000 LJUBLJANA;1000;1000 BARAGOVA ULICA 5;14.51307988;46.07776358
6287;GORENJE GTI d.o.o.- ostalo;BRN»I»EVA ULICA 39;1000 LJUBLJANA;1000;1231 BRN»I»EVA ULICA 39;14.55121123;46.09487953
6288;KARSIJA d.o.o. - ostalo;TRéAäKA CESTA 134;1000 LJUBLJANA;1000;1000 TRéAäKA CESTA 134;14.46703497;46.03785223
6289;Oä TABOR - PODRUéNICA HOTEDRäICA;HOTEDRäICA 120;1372 HOTEDRäICA;1372;1372 HOTEDRäICA 120;14.14296673;45.92673439
6291;EUROPAPIER - arhiva;LESKOäKOVA 14;1000 LJUBLJANA;1000;1000 LESKOäKOVA CESTA 14;14.55565076;46.06532163
6292;BANKA CELJE d.d.;VODNIKOVA ULICA 2;3000 CELJE;3000;3000 VODNIKOVA ULICA 2;15.26480201;46.23010741
6293;DALLAS d.o.o.;MIRJE 12;1000 LJUBLJANA;1000;1000 MIRJE 12;14.49632743;46.04600153
6294;ANDREJ ZGONEC s.p.;TRéAäKA CESTA 82;1370 LOGATEC;1370;1370 TRéAäKA CESTA 82;14.21662151;45.91624852
6295;BAUMAX d.o.o.;OB éELEZNICI 30A;1000 LJUBLJANA;1000;1000 OB éELEZNICI 30A;14.53726150;46.06012930
6296;TAKKO FASHION d.o.o.- uniéçenje;JUR»KOVA CESTA 224;1000 LJUBLJANA;1000;1000 JUR»KOVA CESTA 224;14.53520056;46.01906455
6297;J&R FILMETA d.o.o. - ostalo;BRODIä»E 22;1236 TRZIN;1236;1236 BRODIä»E 22;14.54834055;46.12345356
6298;éELEZNIäKI ZDRAVSTVENI DOM - unié;CELOVäKA CESTA 4;1000 LJUBLJANA;1000;1000 CELOVäKA CESTA 4;14.50122667;46.05730601
6299;VELEPOSLANIäTVO REPUBLIKE MADéARS;ULICA KONRADA BABNIKA 5;1000 LJUBLJANA;1000;1000 ULICA KONRADA BABNIKA 5;14.46877996;46.09050556
6300;éELVA LJUBLJANA d.o.o. - slopak;SAMOVA 9;1000 LJUBLJANA;1000;1000 SAMOVA ULICA 9;14.50740528;46.06741907
6301;BISTRA, d.o.o.;PARMOVA ULICA 41;1000 LJUBLJANA;1000;1000 PARMOVA ULICA 41;14.50348971;46.06294836
6302;PVC NAGODE d.o.o. - steklo;TRéAäKA CESTA 87A;6230 POSTOJNA;6230;6230 TRéAäKA CESTA 87A;14.19205157;45.76909532
6303;PVC NAGODE d.o.o. - les;TRéAäKA CESTA 87A;6230 POSTOJNA;6230;6230 TRéAäKA CESTA 87A;14.19205157;45.76909532
6305;RABIM. INFO d.o.o.;GOLO BRDO 154B;1215 MEDVODE;1215;1215 GOLO BRDO 154B;14.41673708;46.11066822
6306;RGL d.d.;PAPIRNIäKI TRG 17;1000 LJUBLJANA;1000;1260 PAPIRNIäKI TRG 17;14.59301696;46.04980427
6307;AVTOLI»ARSTVO PODRéAJ, d.o.o.;éAGARSKA ULICA 24;1291 äKOFLJICA;1291;1291 éAGARSKA ULICA 24;14.56769886;45.98529708
6308;VRTEC DRAGOMER;NA GRIVI 1;1351 BREZOVICA;1351;1351 NA GRIVI 1;14.38562985;46.01785693
6309;VRTEC LOG;LOäKA CESTA 12;1351 BREZOVICA;1351;1351 LOäKA CESTA 12;14.37187036;46.00915353
6310;UL»AR & PARTNERJI, d.o.o.;äLANDROVA ULICA 4;1231 LJ-»RNU»E;1231;1231 äLANDROVA ULICA 4;14.53437809;46.09885239
6311;PACIENT, d.o.o.;SAVSKA CESTA 3;1000 LJUBLJANA;1000;1000 SAVSKA CESTA 3;14.52521792;46.06439897
6312;VELETEKSTIL, d.o.o.;LESKOVäKOVA ULICA 8;1000 LJUBLJANA;1000;1000 LESKOäKOVA CESTA 8;14.55662421;46.06644110
6313;Oä IG;TROäTOVA ULICA 24;1292 IG;1292;1292 TROäTOVA ULICA 24;14.52862917;45.96075924
6314;KOMUNALA LJUBLJANA - SNAGA;POVäETOVA ULICA 6;1000 LJUBLJANA;1000;1000 POVäETOVA ULICA 6;14.52479400;46.05047785
6317;HIT PRELESS, d.o.o.;éLEBE 1;1215 MEDVODE;1215;1215 éLEBE 1;14.41109376;46.12191333
6318;VRTEC VODMAT;KORYTKOVA ULICA 24;1000 LJUBLJANA;1000;1000 KORYTKOVA ULICA 24;14.52339429;46.05698635
6319;CDK ZAVOD ZA IZOBRAéEVANJE, VZGOJO;RUSKA 13;1000 LJUBLJANA;1000;1000 RUSKA 13;14.49994185;46.06077351
6320;PAPYRUS PAPIR, d.o.o.;DUNAJSKA CESTA 123;1000 LJUBLJANA;1000;1000 DUNAJSKA CESTA 123;14.51081787;46.07623336
6321;MODELINE, d.o.o.;LESKOVäKOVA ULICA 10;1000 LJUBLJANA;1000;1000 LESKOäKOVA CESTA 10;14.55689902;46.06601928
6322;SADOVNIK GREGOR - slopak;SMLEDNIK 200;1216 SMLEDNIK;1216;1216 SMLEDNIK 200;14.44612832;46.15089800
6323;LESNINA TRGOVINA d.o.o. - arhiva;TRéAäKA 135;1000 LJUBLJANA;1000;1000 TRéAäKA CESTA 135;14.46847560;46.03716610
6324;MINISTRSTVO ZA PRAVOSODJE;POVäETOVA ULICA 5;1000 LJUBLJANA;1000;1000 POVäETOVA ULICA 5;14.52586132;46.05109410
6326;RUDNIDIS, d.o.o. - interseroh;JUR»KOVA CESTA 225;1000 LJUBLJANA;1000;1000 JUR»KOVA CESTA 225;14.53667580;46.02026721
6327;OLMA d.o.o. - ostalo;POLJSKA POT 2;1000 LJUBLJANA;1000;1000 POLJSKA POT 2;14.55298176;46.05644859
6328;KULTURNO UMETNIäKO DRUäTVO SODOBN;STARE »RNU»E 2B;1231 LJ-»RNU»E;1231;1231 STARE »RNU»E 2B;14.53040921;46.10169745
6329;UPRAVNE ENOTA SLOVENJ GRADEC;MEäKOVA ULICA 21;2380 SLOVENJ GRADEC;2380;2380 MEäKOVA ULICA 21;15.08132377;46.51048734
6331;INVENTIS, d.o.o. - preprodaja;OBRTNA CONA LOGATEC 3;1370 LOGATEC;1370;1370 OBRTNA CONA LOGATEC 3;14.23903812;45.91446510
6333;éIMA D.D.;STANTETOVA ULICA 9;1295 IVAN»NA GORICA;1295;1295 STANTETOVA ULICA 9;14.80276865;45.93724460
6334;BOKO d.o.o.;LETALIäKA CESTA 5;1000 LJUBLJANA;1000;1000 LETALIäKA CESTA 5;14.54370064;46.06296235
6335;BAROTEHNA d.o.o.;LETALIäKA CESTA 27;1000 LJUBLJANA;1000;1000 LETALIäKA CESTA 27;14.56325794;46.06282249
6336;ETIS d.o.o. - arhiva;TRéAäKA 333;1000 LJUBLJANA;1000;1000 TRéAäKA CESTA 333;14.44463757;46.03086272
6337;PLANET GV d.o.o.;EINSPIELERJEVA ULICA 6;1000 LJUBLJANA;1000;1000 EINSPIELERJEVA ULICA 6;14.50761463;46.06567443
6338;PROFIL d.o.o.;PARMOVA 53;1000 LJUBLJANA;1000;1000 PARMOVA ULICA 53;14.50269530;46.06505936
6339;AS TRIGLAV, d.o.o. - slopak;VEROVäKOVA ULICA 60 B;1000 LJUBLJANA;1000;1000 VEROVäKOVA ULICA 60B;14.50011646;46.07441470
6340;VAL MARKETING d.o.o.;LANGUSOVA 13;1000 LJUBLJANA;1000;1000 LANGUSOVA ULICA 13;14.49369599;46.04408244
6342;SREDNJA TRGOVSKA äOLA LJUBLJANA;POLJANSKA CESTA 28A;1000 LJUBLJANA;1000;1000 POLJANSKA CESTA 28A;14.51792361;46.04847870
6343;MEDICO DR.SENTO»NIK;LEV»EVA 11;1000 LJUBLJANA;1000;1000 LEV»EVA ULICA 11;14.48778218;46.04925684
6344;UNI & FORMA d.o.o.;LJUBLJANSKA CESTA 48;1236 TRZIN;1236;1236 LJUBLJANSKA CESTA 48;14.55601957;46.12595784
6345;CEROD, d.o.o.;KETTEJEV DREVORED 3;8000 NOVO MESTO;8000;8000 KETTEJEV DREVORED 3;15.16298360;45.80607579
6347;KARANTA d.o.o. - slopak;POLJANSKI NASIP 6;1000 LJUBLJANA;1000;1000 POLJANSKI NASIP 6;14.51180991;46.05160203
6348;VIHARNIK d.o.o.;ROZMANOVA ULICA 6;1000 LJUBLJANA;1000;1000 ROZMANOVA ULICA 6;14.51692671;46.05316229
6349;TOBA»NA GROSIST, d.o.o. - interser;CESTA 24. JUNIJA 90;1231 LJ-»RNU»E;1231;1231 CESTA 24. JUNIJA 90;14.52582638;46.09610910
6350;MANUTAN d.o.o.;VODOVODNA CESTA 101;1000 LJUBLJANA;1000;1000 VODOVODNA CESTA 101;14.50259382;46.07784456
6351;KADUNEC ALOJZIJ, s.p.;LU»E 8;1290 GROSUPLJE;1290;1290 LU»E 8;14.73098217;45.91975148
6352;MINISTRSTVO ZA FINANCE - URAD ZA NA;FAJFARJEVA ULICA 33;1000 LJUBLJANA;1000;1000 FAJFARJEVA ULICA 33;14.46861524;46.03877733
6353;MKO, d.o.o. - ostalo;KO»EVARJEVA ULICA 1;8000 NOVO MESTO;8000;8000 KO»EVARJEVA ULICA 1;15.15572283;45.81363539
6354;ELEKTROSERVISI, d.d. - pvc;DOBRAVE 6;1236 TRZIN;1236;1236 DOBRAVE 6;14.54822398;46.12187853
6355;PREVOZ ZA LASTNE POTREBE - ploéçevi;POD JEéAMI 3;1000 LJUBLJANA;1000;1000 POD JEéAMI 3;14.52898663;46.05743233
6356;VRTEC LEDINA;»UFARJEVA ULICA 14;1000 LJUBLJANA;1000;1000 »UFARJEVA ULICA 14;14.51139734;46.05443454
6357;NOTARKA  NADA SVETINA;CESTA éELEZARJEV 2;4270 JESENICE;4270;4270 CESTA éELEZARJEV 2;14.06133716;46.43306740
6358;KARL STORZ ENDOSKOPIJA d.o.o.;VEROVäKOVA ULICA 60 A;1000 LJUBLJANA;1000;1000 VEROVäKOVA ULICA 60A;14.49939272;46.07295392
6359;OBMO»NO ZDRUéENJE RDE»EGA KRIéA;TRéAäKA CESTA 132;1000 LJUBLJANA;1000;1000 TRéAäKA CESTA 132;14.46815651;46.03810937
6360;ORIA d.o.o.;STEGNE 21;1000 LJUBLJANA;1000;1000 STEGNE 21;14.48340367;46.08657742
6361;PREVOZI IN SELITVE DARKO OGOREVEC s;ZDEäARJEVA CESTA 15A;1000 LJUBLJANA;1000;1000 ZDEäARJEVA ULICA 15A;14.58016533;46.06783427
6362;MURN SONJA mag. form. - LEKARNA WTC;DUNAJSKA 158;1000 LJUBLJANA;1000;1000 DUNAJSKA 158;14.51454107;46.08217860
6363;PREVOZ ZA LASTNE POTREBE - smeti v;POD JEéAMI 3;1000 LJUBLJANA;1000;1000 POD JEéAMI 3;14.52898663;46.05743233
6364;PREVOZ ZA LASTNE POTREBE - iz Preva;POD JEéAMI 3;1000 LJUBLJANA;1000;1000 POD JEéAMI 3;14.52898663;46.05743233
6365;HELLA SATURNUS SLOVENIJA d.o.o. - k;LETALIäKA 17;1000 LJUBLJANA;1000;1000 LETALIäKA CESTA 17;14.55435839;46.06367905
6366;KNAUF INSULATION, d.o.o. - batna s.;TRATA 32;4220 äKOFJA LOKA;4220;4220 TRATA 32;14.33389540;46.17596178
6367;KNAUF INSULATION, d.o.o. - PVC - in;TRATA 32;4220 äKOFJA LOKA;4220;4220 TRATA 32;14.33389540;46.17596178
6368;KNAUF INSULATION, d.o.o. - les, kar;TRATA 32;4220 äKOFJA LOKA;4220;4220 TRATA 32;14.33389540;46.17596178
6369;KNAUF INSULATION, d.o.o. - batna s.;TRATA 32;4220 äKOFJA LOKA;4220;4220 TRATA 32;14.33389540;46.17596178
6370;VEOLIA TRANSPORT LJUBLJANA d.d.;SREDIäKA ULICA 4;1000 LJUBLJANA;1000;1000 SREDIäKA ULICA 4;14.52729905;46.06134837
6371;KRO d.o.o. - interseroh;BARLETOVA CESTA 4;1215 MEDVODE;1215;1215 BARLETOVA CESTA 4;14.41343260;46.13688824
6372;PEKARNA PE»JAK, d.o.o. - inetrsero;DOLENJSKA CESTA 442;1291 äKOFLJICA;1291;1291 DOLENJSKA CESTA 442;14.56545364;45.99018338
6373;AVC GROUP d.o.o.;TRéAäKA CESTA 126;1000 LJUBLJANA;1000;1000 TRéAäKA CESTA 126;14.46927223;46.03897832
6374;ZAVOD ZA ZAPOSLOVANJE - OBMO»NA SL;BLEIWEISOVA 12;4000 KRANJ;4000;4000 BLEIWEISOVA 12;14.35501186;46.24772002
6375;LESNINA MTF d.o.o.;PARMOVA 53;1000 LJUBLJANA;1000;1000 PARMOVA ULICA 53;14.50269530;46.06505936
6378;ZAVOD ZA ZAPOSLOVANJE URAD ZA DELO;JEREBOVA 14;1270 LITIJA;1270;1270 JEREBOVA 14;14.83097255;46.05731918
6380;ZAVOD ZA ZAPOSLOVANJE URAD ZA DELO;CESTA 3. JULIJA 1B;1430 HRASTNIK;1430;1430 CESTA 3. JULIJA 1B;15.08450577;46.14903102
6381;ZAVOD ZA ZAPOSLOVANJE OBMO»NA SLU≈;SALLAUMINES 2;1420 TRBOVLJE;1420;1420 SALLAUMINES 2;15.05144829;46.15470164
6383;MINISTRSTVO ZA OBRAMBO;VOJKOVA 55 A;1000 LJUBLJANA;1000;1000 VOJKOVA CESTA 55A;14.51715568;46.07293108
6384;KLINI»NI CENTER - KOMERCIALNI SEKT;ZALOäKA CESTA 14;1000 LJUBLJANA;1000;1000 ZALOäKA CESTA 14;14.52876882;46.05415629
6387;VARNOST LJUBLJANA VAROVANE, d.o.o..;STANI»EVA ULICA 41;1000 LJUBLJANA;1000;1000 STANI»EVA ULICA 41;14.50423200;46.06957383
6388;SIGN & SUPPLY d.o.o.;OB éELEZNICI 16;1000 LJUBLJANA;1000;1000 OB éELEZNICI 16;14.53702470;46.05907562
6389;STEKLARSTVO KRESAL;ALEäOV»EVA ULICA 24;1000 LJUBLJANA;1000;1000 ALEäOV»EVA ULICA 24;14.49326830;46.06975087
6390;AIR FRANCE , PODRUéNICA LJUBLJANA;IGRIäKA ULICA 5;1000 LJUBLJANA;1000;1000 IGRIäKA ULICA 5;14.49930655;46.04807504
6391;RAIS d.o.o., LJUBLJANA;TESLOVA ULICA 30;1000 LJUBLJANA;1000;1000 TESLOVA ULICA 30;14.49094079;46.04299953
6392;ELEKTRO PE»AVER, d.o.o.;TBILISIJSKA ULICA 89;1000 LJUBLJANA;1000;1000 TBILISIJSKA ULICA 89;14.47919554;46.03612655
6393;VELEPOSLANIäTVO äVICE;TRG REPUBLIKE 3;1000 LJUBLJANA;1000;1000 TRG REPUBLIKE 3;14.49970085;46.05020921
6394;MIMAJA, d.o.o., Mr. Pet Skladi≈°éçe;CELOVäKA CESTA 258;1000 LJUBLJANA;1000;1000 CELOVäKA CESTA 258;14.47739376;46.08488563
6395;PORTAL & M, d.o.o.;ZALOäKA CESTA 110;1000 LJUBLJANA;1000;1000 ZALOäKA CESTA 110;14.54693854;46.05581305
6396;GRADIä»E d.o.o.;PODSKRAJNIK 16B;1380 CERKNICA;1380;1380 PODSKRAJNIK 16B;14.33660179;45.79675716
6397;HIPIS, d.o.o.;ZALIäKA CESTA 161;1000 LJUBLJANA;1000;1000 ZALOäKA CESTA 161;14.55932721;46.05647312
6398;Oä SPODNJA äIäKA;GASILSKA CESTA 17;1000 LJUBLJANA;1000;1000 GASILSKA CESTA 17;14.49760415;46.06487522
6399;D.FINING, d.o.o.;PUHOVA ULICA 10;1000 LJUBLJANA;1000;1000 PUHOVA ULICA 10;14.51730049;46.07709759
6400;JANEZ KOS - slopak;PODGORICA 77;1231 LJ-»RNU»E;1231;1231 PODGORICA 77;14.58513196;46.09691462
6401;KBT, d.o.o.;PARMOVA ULICA 53;1000 LJUBLJANA;1000;1000 PARMOVA ULICA 53;14.50269530;46.06505936
6402;SLOVENIJALES TRGOVINA d.o.o. - 5m3;PLEMLJEVA 8;1210 LJ-äENTVID;1210;1210 PLEMLJEVA 8;14.45896449;46.10379412
6403;SLOVENIJALES TRGOVINA d.o.o. - pre≈;PLEMLJEVA 8;1210 LJ-äENTVID;1210;1210 PLEMLJEVA 8;14.45896449;46.10379412
6404;ORKA, d.o.o. - 5m3 - interseroh;TOVARNIäKA 48;1000 LJUBLJANA;1000;1000 TOVARNIäKA ULICA 48;14.53618909;46.06163658
6405;SKRIVNOSTNI NAKUP d.o.o.;POT K SEJMIä»U 30;1000 LJUBLJANA;1000;1231 POT K SEJMIä»U 30;14.53585295;46.10035196
6406;ASO d.o.o.- slopak;TRNOVELJSKA CESTA 4A;3000 CELJE;3000;3000 TRNOVELJSKA CESTA 4A;15.28593764;46.24562159
6408;DANFOS TRATA, d.o.o.;ULICA JOéETA JAME 16;1000 LJUBLJANA;1000;1210 ULICA JOéETA JAME 16;14.48063238;46.08977705
6409;SNAGA MB., d.o.o. - preprodaja;NASIPNA ULICA 64;2000 MARIBOR;2000;2000 NASIPNA ULICA 64;15.65602874;46.54877865
6411;MINT INTERNATIONAL HOUSE d.o.o.;VILHARJEVA CESTA 21;1000 LJUBLJANA;1000;1000 VILHARJEVA CESTA 21;14.51031399;46.06005345
6412;MOND d.o.o.;DUNAJSKA CESTA 116;1000 LJUBLJANA;1000;1000 DUNAJSKA CESTA 116;14.51241607;46.07532240
6413;OB»INA DOL PRI LJUBLJANI;DOL PRI LJUBLJANI 1;1262 DOL PRI LJUBLJANI;1262;1262 DOL PRI LJUBLJANI 1;14.63952916;46.08901838
6414;STANDOM d.o.o.;ULICA ANE ZIHERLOVE 6;1000 LJUBLJANA;1000;1000 ULICA ANE ZIHERLOVE 6;14.48171858;46.07454000
6415;AVGUäTIN ANI - slopak;PETRUäNJA VAS 19;1296 äENTVID PRI STI»NI;1296;1296 PETRUäNJA VAS 19;14.83525702;45.95828743
6416;VRTEC BOROVNICA;PAPLERJEVA 5;1353 BOROVNICA;1353;1353 PAPLERJEVA 5;14.36582827;45.91718962
6417;KZ KRKA - TRGOVINA AGROSVET - slopa;LJUBLJANSKA CESTA 80;8000 NOVO MESTO;8000;8000 LJUBLJANSKA CESTA 80;15.15720511;45.82807515
6418;KZ KRKA - TRGOVINA MIRNA PE» - slo;TRG 3;8216 MIRNA PE»;8216;8216 TRG 3;15.08387509;45.85886381
6419;KZ KRKA - TRGOVINA äENTJERNEJ - sl;TRUBARJEVA CESTA 4;8310 äENTJERNEJ;8310;8310 TRUBARJEVA CESTA 4;15.33819363;45.84451512
6420;KZ KRKA - AGROOSKRBA »RNOMELJ - sl;BELOKRANJSKA CESTA 18;8340 »RNOMELJ;8340;8340 BELOKRANJSKA CESTA 18;15.19616331;45.58009582
6421;GALERIJA BOéIDAR;GRAJSKA CESTA 45;8311 KOSTANJEVICA NA KRKI;8311;8311 GRAJSKA CESTA 45;15.41639909;45.83477173
6422;ALEMAT, d.o.o.;DUNAJSKA CESTA 347;1000 LJUBLJANA;1000;1000 DUNAJSKA CESTA 347;14.52676059;46.10182642
6424;AVTOPREVOZNIäTVO ANéE ANéI», s.;BIä»E 42;1230 DOMéALE;1230;1230 BIä»E 42;14.61427130;46.10430423
6425;EKOLOGI BREZ MEJA;GRABLOVI»EVA ULICA 52;1000 LJUBLJANA;1000;1000 GRABLOVI»EVA ULICA 52;14.53025108;46.05309164
6426;EFFECTUS, d.o.o.;DUNAJSKA CESTA 160;1000 LJUBLJANA;1000;1000 DUNAJSKA CESTA 160;14.51396682;46.08278801
6427;ZAVOD ZA ZAPOSLOVANJE - UD CELJE;GLEDALIäKI TRG 7;3000 CELJE;3000;3000 GLEDALIäKI TRG 7;15.26127766;46.23052945
6428;ZAVOD ZA ZAPOSLOVANJE - UD éALEC;AäKER»EVA 4A;3310 éALEC;3310;3310 AäKER»EVA 4A;15.16403114;46.25262049
6429;ZAVOD ZA ZAPOSLOVANJE - UD LAäKO;KIDRI»EVA ULICA 5;3270 LAäKO;3270;3270 KIDRI»EVA ULICA 5;15.23683162;46.15396999
6431;ZAVOD ZA ZAPOSLOVANJE - UD äMARJE;ROGAäKA CESTA 40A;3240 äMARJE PRI JELäAH;3240;3240 ROGAäKA CESTA 40A;15.52535685;46.23062428
6433;ZAVOD ZA ZAPOSLOVANJE - OS CELJE;LJUBLJANSKA CESTA 14;3000 CELJE;3000;3000 LJUBLJANSKA CESTA 14;15.25982160;46.23241325
6434;ZAVOD ZA ZAPOSLOVANJE - ARHIV CELJE;MIKLOäI»EVA ULICA 1;3000 CELJE;3000;3000 MIKLOäI»EVA ULICA 1;15.26519584;46.23111419
6435;SCHOENHERR, CONSULTING, d.o.o.;TOMäI»EVA ULICA 3;1000 LJUBLJANA;1000;1000 TOMäI»EVA ULICA 3;14.50219306;46.05185763
6437;Oä SPODNJA IDRIJA;äOLSKA ULICA 9;5281 SPODNJA IDRIJA;5281;5281 äOLSKA ULICA 9;14.02179558;46.03365594
6438;NOVA NABAVA d.o.o.;SREDIäKA ULICA 4;1000 LJUBLJANA;1000;1000 SREDIäKA ULICA 4;14.52729905;46.06134837
6440;SCHNEIDER ELECTRIC d.o.o.;DUNAJSKA CESTA 47;1000 LJUBLJANA;1000;1000 DUNAJSKA CESTA 47;14.50826215;46.06407562
6441;LGM d.o.o.;GORENJSKA CESTA 20;1234 MENGEä;1234;1234 GORENJSKA CESTA 20;14.56425525;46.17794998
6442;KAMAL  d.o.o.;KRANJSKA CESTA 50;4290 TRéI»;4290;4290 KRANJSKA CESTA 50;14.29769622;46.35308338
